task_size,cpu_demand,memory_demand,network_latency,io_operations,disk_usage,num_connections,priority_level,target
-0.152123890256295,3.7501598318827,-0.981181899443414,0.251506767889917,-0.471993251354734,1.00702596364477,0.313790230779131,3.05095271576998,1
0.724623632994408,-3.97892007687249,2.02273208791524,1.19452982592019,-0.0103044521713827,-2.4938670832563,-0.0738752230010737,-1.27125830597829,0
4.65022825592051,1.14592475851825,2.64165942579049,-1.89963543738944,1.18713239240324,4.28365169576718,0.572665545243377,1.24380060175556,1
-0.138207597950456,-0.189687162220606,-0.820847690225957,-3.06079361720702,-1.98208574264055,3.62059777665248,-0.876701745541717,0.776770276578753,1
-0.257317535165299,-1.00941271058985,-1.51000631954524,-2.04686491853506,-1.8814448128821,3.17408808452017,0.873128573760179,-1.74947955326524,0
-1.06043670724803,1.0944246844988,-0.859209308627084,1.63504292198241,-1.80000722247019,-0.405639207936188,1.51741329279285,1.01592326080262,1
-1.4708997180334,-1.03901417589891,1.82866152355152,1.96085495785102,-1.80251491170381,-2.17333645107821,1.86458630555314,1.78405587875046,0
-2.27548987864108,-1.36741221494959,3.89172568017415,2.78117327517033,-0.994309622771517,-3.95933018985811,0.56016124569727,2.37619140396185,0
0.637363551902667,-0.410369629802228,1.63046410318672,-1.60863471423292,-0.396444604648116,2.34572645025998,1.06669351882192,0.193797754404277,1
-5.47400982253965,-1.39850508453438,0.977265952736826,0.362885436812057,-1.87087045677663,-2.84040042153043,1.74543500844397,0.916655388689869,0
-0.506240279387287,-1.58990079375253,0.77231699758829,0.532875557342021,-0.675522820025274,-1.56529950460088,0.603566477401394,0.621485456847644,0
-1.51028385953366,1.12558081247434,-2.41130245469178,1.5066527929971,-0.703585249742016,-2.46099070353962,0.932643129903035,1.52143121912853,1
-2.47424571398192,-0.403061995990616,-3.17896512481058,1.06076013808705,0.0425046933641795,-4.21459990487977,-2.07855933002689,0.495767623937363,1
-1.62539263430717,0.0226997767434238,0.768250717019089,0.238370177610618,-1.73051822090942,-0.941908676834957,-0.710431317007359,2.86203563152701,0
1.51966067796938,1.75091368061151,3.21166943992935,0.0180836185883972,0.511996251309411,0.0102483455886724,0.39246260028843,4.77604586606766,1
0.1895562432533,0.989292469017455,-0.171208161412084,-1.85775954157114,-4.13700771774379,6.01293097790803,0.437239334068823,0.730958095300677,1
-1.38003433979419,1.02944257303022,-1.83998242874807,1.0455805341596,-2.06047118571922,1.13847081164198,0.296591569338166,-1.13164573842668,0
0.182415146680278,-0.140487336331813,-0.915795360765018,-2.5298030505158,-0.853458928349023,4.64460066626074,-0.339496655747465,-2.99734600663333,0
-1.57052470158464,0.132744170241982,0.319326922629315,2.10580015371883,-2.49235613203302,-0.997863981705658,-0.826618247067411,1.3103765038304,0
3.12521917809927,0.440218517268896,2.61169448408217,-1.73157445222694,-0.093532804444747,5.81704132353139,0.354370100069699,-1.7347881682474,0
-0.112278679748022,-3.86882361779384,-0.52368928833714,-3.06955022257348,-0.317477232066894,-0.244833424834489,-0.037157086677886,-0.328016349890843,0
2.92074738513841,0.673267620389179,2.05382387214222,-1.87382494647165,1.42499202031784,2.10963663852851,-1.2205767183756,1.84643810129157,1
1.29975844389119,-0.308598122506695,2.30198186422579,2.52232954250259,-2.58441253448075,-0.583501126158173,0.512605171531434,3.19769939639187,0
-3.08045680613492,-1.47030273316109,-3.24778599966989,2.04140238987703,0.699692257624807,-5.8803106142626,-0.669696880840575,-1.24438702199723,1
2.26013884583891,2.42631238639138,-0.546639430140974,-1.34173231897064,-2.47229558914157,6.10524965031102,2.00687320706188,0.78250272856508,1
-1.05665030080908,-1.28865172763338,-1.78031977366263,-1.00471409434949,-2.64359459770699,1.46527678480227,-1.63383216515209,-0.633663580773422,0
-0.347572392514803,-0.190918477831081,-0.274315027905258,1.08149487668855,-1.7156162271756,-0.883458171556113,0.856568662964427,1.66498837429484,0
-1.51787708883086,-2.25155316488364,0.228735898821948,0.575339181085957,-1.29068166213007,-1.73161605216988,1.01029658392934,-0.32345460082885,0
-0.39918375991429,-2.78174284765595,-2.45744210403049,0.297817154950289,-0.0710467870566875,-4.52383652426525,1.52802567387474,1.22009136855407,0
